Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,AllowsTearing,PresentFlags,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.829317,20.885,20.834,0.174,0.173,6.439
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.926256,96.939,97.205,0.139,0.149,6.705
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.009688,83.431,83.358,0.136,0.154,6.631
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.030518,20.831,20.814,0.158,0.165,6.615
devenv.exe,15592,0x000000001ED69120,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,1.030722,236.501,236.098,0.178,0.152,13.350
,520,0x0000023DCA2DD8C0,DXGI,1,0,2,Hardware: Legacy Flip,0,1.037320,6.802,6.939,0.099,0.148,6.752
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.044357,7.037,6.962,0.132,0.152,6.677
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.058254,13.897,13.884,0.155,0.159,6.664
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.127666,69.412,69.433,0.168,0.170,6.685
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.211256,83.590,83.367,0.302,0.213,6.462
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.225145,13.888,13.887,0.301,0.212,6.461
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.245973,20.829,20.826,0.290,0.214,6.458
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.329724,83.750,83.326,0.246,0.217,6.034
,520,0x0000023DC385D420,DXGI,1,0,0,Hardware: Legacy Flip,0,1.329994,583.817,583.366,0.159,0.107,10.762
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.426617,96.893,97.237,0.249,0.211,6.378
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.447526,20.910,20.832,0.249,0.212,6.300
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.461231,13.705,13.890,0.276,0.196,6.485
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.530661,69.430,69.435,0.306,0.208,6.490
devenv.exe,15592,0x000000001ED69120,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,1.565069,534.347,534.753,0.300,0.297,13.756
,520,0x0000023DCA2DD8C0,DXGI,1,0,2,Hardware: Legacy Flip,0,1.572126,41.465,41.674,0.164,0.186,6.699
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.579264,7.138,6.936,0.215,0.192,6.497
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.627860,48.595,48.615,0.265,0.225,6.516
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.662665,34.805,34.734,0.241,0.211,6.445
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.676441,13.776,13.877,0.202,0.189,6.546
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.732446,56.005,55.592,0.425,0.308,6.133
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.829732,97.286,97.239,0.434,0.332,6.086
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.878062,13.791,13.874,0.423,0.245,6.338
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.933296,55.234,55.515,0.172,0.187,6.619
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.044342,111.046,111.121,0.145,0.152,6.694
devenv.exe,15592,0x000000001ED69120,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,2.065079,500.011,500.025,0.282,0.273,13.771
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.072162,27.820,27.814,0.151,0.160,6.688
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.079394,7.232,6.932,0.259,0.220,6.388
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.093184,13.790,13.879,0.244,0.214,6.477
devenv.exe,15592,0x000000001ED69120,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,2.093482,28.403,27.745,0.276,0.267,13.113
,520,0x0000023DCA2DD8C0,DXGI,1,0,2,Hardware: Legacy Flip,0,2.099922,6.738,6.934,0.146,0.175,6.673
,520,0x0000023DCA2DD8C0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.113929,14.008,13.918,0.202,0.179,6.583
