Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,AllowsTearing,PresentFlags,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.630392,10.488,10.683,0.014,7.677,7.677
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.641060,10.667,10.525,0.015,7.535,7.535
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.651845,10.785,10.520,0.015,7.270,7.270
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.662120,10.275,10.286,0.015,7.280,7.280
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.672422,10.302,10.584,0.015,7.562,7.562
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.683184,10.761,10.848,0.015,7.649,7.649
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.693707,10.524,10.567,0.015,7.692,7.692
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.704188,10.480,10.488,0.016,7.699,7.699
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.714916,10.728,10.506,0.015,7.478,7.478
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.725607,10.691,10.738,0.015,7.524,7.524
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.736186,10.579,10.479,0.016,7.424,7.424
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.746396,10.210,10.388,0.015,7.602,7.602
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.756979,10.583,10.330,0.015,7.349,7.349
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.767684,10.706,10.595,0.015,7.239,7.239
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.777987,10.303,10.878,0.015,7.814,7.814
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.788756,10.769,10.593,0.015,7.639,7.639
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.799980,11.224,10.570,0.015,6.985,6.985
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.809863,9.883,10.291,0.015,7.393,7.393
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.820962,11.099,10.562,0.015,6.855,6.855
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.831361,10.399,10.637,0.015,7.093,7.093
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.841534,10.173,10.964,0.015,7.884,7.884
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.852434,10.900,10.520,0.015,7.504,7.504
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.862881,10.447,10.442,0.015,7.498,7.498
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.873355,10.474,10.546,0.015,7.570,7.570
DOOMx64vk.exe,4128,0x0000000000000000,Other,0,1,0,Hardware: Legacy Flip,0,1.883910,10.555,10.749,0.016,7.764,7.764
